Location,,,Populaton,,,,,,,,,,,,,,,Life Threatening,,,Irreversible Harm,,"Final Results
"
Admin 1,Admin 2,Admin 2 P-Code,Population,Shock convergence,CCCM,Education,Nutrition,Food Security,Health,Overarching Protection,Shelter,WASH,Child Protection (CP),Gender-based Violence (GBV),Mine Action,HLP,Preliminary Intersectoral Severity based on overlap of sectoral deprivations,Mortality,Malnutrition,Epidemics,Livelihood Coping,HR/IHL Violation,Final Severity
Banadir,Bondhere,SO2202,68 435,3,2,3,3,3,2,4,3,2,2,2,4,5,3,,,,,,3
Banadir,Cabdulasis,SO2201,16 039,3,2,3,3,3,2,4,3,2,2,2,4,5,3,,,,,,3
Banadir,Daynile,SO2203,727 967,3,3,4,4,3,4,4,3,4,4,4,4,5,4,,,,,,4
Banadir,Dharkenley,SO2204,111 153,3,4,3,3,3,3,4,3,4,4,4,4,5,3,,,,,,3
Banadir,Hamar Jabjab,SO2205,48 148,3,3,3,3,3,2,4,3,3,3,3,4,5,3,,,,,,3
Banadir,Hamar Weyne,SO2206,72 223,3,3,3,3,3,2,4,3,3,3,3,4,5,3,,,,,,3
Banadir,Hawl Wadaag,SO2207,117 921,3,4,3,3,3,3,4,3,2,2,2,4,5,3,,,,,,3
Banadir,Heliwa,SO2209,365 867,3,2,3,3,3,2,4,3,3,3,3,4,5,3,,,,,,3
Banadir,Hodan,SO2208,110 040,3,4,3,3,3,3,4,3,4,4,4,4,5,3,,,,,,3
Banadir,Kahda,SO2210,504 986,3,3,4,4,3,4,4,3,4,4,4,4,5,4,,,,,,4
Banadir,Karaan,SO2211,131 586,3,4,3,3,3,3,4,3,3,3,3,4,5,3,,,,,,3
Banadir,Shangaani,SO2212,27 348,3,3,3,3,3,2,4,3,3,3,3,4,5,3,,,,,,3
Banadir,Shibis,SO2213,128 120,3,4,3,3,3,2,4,3,2,2,2,4,5,3,,,,,,3
Banadir,Waaberi,SO2214,68 599,3,3,3,3,3,2,4,3,3,3,3,4,5,3,,,,,,3
Banadir,Wadajir (Medina),SO2215,561 737,3,3,3,3,3,2,4,3,4,4,4,4,5,3,,,,,,3
Banadir,Wardhigley,SO2216,115 589,,3,3,3,3,2,4,3,3,3,3,4,5,3,,,,,,3
Banadir,Yaaqshid,SO2217,86 371,3,3,3,3,3,2,4,3,4,4,4,4,5,3,,,,,,3
Galgaduud,Cabudwaaq,SO1902,218 653,2,3,3,4,3,4,4,3,4,3,4,5,5,4,,,,,,4
Galgaduud,Cadaado,SO1903,140 305,2,3,3,3,3,3,3,4,3,3,4,4,3,3,,,,,,3
Galgaduud,Ceel Buur,SO1904,112 031,1,-,4,3,3,4,3,-,4,4,3,3,5,3,,,,,,3
Galgaduud,Ceel Dheer,SO1905,108 511,2,-,4,3,3,4,5,-,3,4,3,4,4,3,,,,,,3
Galgaduud,Dhuusamarreeb,SO1901,258 416,2,3,3,4,3,4,3,3,4,4,4,4,4,3,,,,,,3
Mudug,Gaalkacyo,SO1801,848 736,4,3,3,4,3,4,3,4,4,4,4,4,4,4,,,,,,4
Mudug,Galdogob,SO1802,189 989,3,3,3,4,3,4,4,3,4,3,3,4,4,4,,,,,,4
Mudug,Hobyo,SO1803,193 783,2,3,3,3,3,4,4,4,4,4,3,4,4,4,,,,,,4
Mudug,Jariiban,SO1804,199 076,2,2,3,4,3,3,4,3,3,3,4,3,4,3,,,,,,3
Mudug,Xarardheere,SO1805,84 451,2,-,3,3,3,4,4,-,3,4,3,4,4,3,,,,,,3
Hiraan,Belet Weyne,SO2001,350 682,4,3,4,4,3,4,4,4,4,4,3,4,3,4,,,,,,4
Hiraan,Bulo Burto,SO2002,103 837,3,4,3,3,2,3,3,3,4,4,4,3,3,3,,,,,,3
Hiraan,Jalalaqsi,SO2003,65 998,2,3,3,4,2,3,3,3,3,3,3,3,3,3,,,,,,3
Middle Shabelle,Adan Yabaal,SO2102,104 746,1,-,3,3,3,4,3,2,3,4,4,3,3,3,,,,,,3
Middle Shabelle,Balcad,SO2103,407 788,2,3,3,4,3,3,3,4,3,4,4,3,4,3,,,,,,3
Middle Shabelle,Cadale,SO2104,86 433,0,2,3,4,3,3,3,2,3,3,3,3,3,3,,,,,,3
Middle Shabelle,Jowhar,SO2101,445 905,3,3,4,4,3,4,4,4,3,4,4,4,3,4,,,,,,4
Gedo,Baardheere,SO2602,209 933,3,3,3,3,3,3,3,4,4,4,4,3,3,3,,,,,,3
Gedo,Belet Xaawo,SO2603,178 621,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,,,,3
Gedo,Ceel Waaq,SO2604,106 747,2,3,3,3,2,4,3,4,4,3,3,3,3,3,,,,,,3
Gedo,Doolow,SO2605,212 137,3,3,3,3,3,4,3,3,4,4,4,3,5,3,,,,,,3
Gedo,Garbahaarey,SO2601,152 841,2,3,3,3,2,3,3,5,3,4,3,3,5,3,,,,,,3
Gedo,Luuq,SO2606,145 645,4,3,3,3,3,3,5,4,3,4,4,5,5,3,,,,,,3
